energy	'P3HT=0'	'5'	'10'	'15'	'20'	'30'	'40'	'50'	'60'	'70'	'80'	'85'	'90'	'95'	'100'
2.649572649572649	0.24296	0.25104	0.26432	0.27167	0.27185	0.30205	0.39763	0.4325	0.43692	0.38394	0.38307	0.40907	0.40045	0.41899	0.40855
2.643923240938166	0.24644	0.25568	0.26854	0.27511	0.27663	0.30606	0.40418	0.43845	0.44214	0.38933	0.38778	0.41457	0.40449	0.42313	0.4138
2.638297872340425	0.25008	0.25898	0.27199	0.2789	0.2793	0.30985	0.40853	0.44459	0.44883	0.39462	0.39249	0.41909	0.40927	0.42953	0.4181
2.632696390658174	0.25415	0.26433	0.27614	0.28215	0.28288	0.3135	0.41268	0.44997	0.45258	0.40056	0.39738	0.42498	0.4153	0.43439	0.42451
2.627118644067797	0.25945	0.26827	0.28098	0.28715	0.2881	0.31856	0.41981	0.45573	0.45972	0.40544	0.40301	0.43111	0.42176	0.44194	0.43064
2.621564482029598	0.26211	0.27129	0.28383	0.291	0.291	0.32048	0.42381	0.46127	0.4655	0.41079	0.40808	0.43546	0.42603	0.44894	0.43637
2.616033755274262	0.26726	0.27584	0.28902	0.29348	0.2946	0.32362	0.43037	0.46577	0.47179	0.41772	0.41495	0.43971	0.43242	0.45308	0.44387
2.610526315789474	0.26977	0.28043	0.29311	0.29887	0.29901	0.32916	0.43369	0.47243	0.47659	0.4211	0.41807	0.44747	0.43734	0.45841	0.44828
2.605042016806723	0.27451	0.2837	0.29729	0.3035	0.30285	0.33297	0.43851	0.47788	0.48214	0.42761	0.42396	0.45302	0.44309	0.46372	0.4533
2.59958071278826	0.27886	0.2872	0.30156	0.30652	0.30655	0.33737	0.44431	0.48289	0.48903	0.43216	0.42906	0.45817	0.44891	0.47058	0.45977
2.594142259414226	0.2825	0.29299	0.30526	0.31084	0.31075	0.34058	0.44878	0.48847	0.49494	0.43737	0.43542	0.46285	0.45391	0.4756	0.46438
2.588726513569938	0.28684	0.29569	0.30953	0.31431	0.31371	0.34537	0.45341	0.4931	0.49872	0.44184	0.43852	0.46847	0.45924	0.48201	0.4712
2.583333333333333	0.29197	0.30023	0.31431	0.32006	0.31794	0.34959	0.45918	0.49959	0.50613	0.449	0.44416	0.47359	0.46524	0.48766	0.47576
2.577962577962578	0.29589	0.30556	0.31802	0.32398	0.32172	0.35334	0.4639	0.50485	0.51178	0.45242	0.44924	0.47982	0.47118	0.49323	0.48044
2.572614107883818	0.29832	0.30831	0.321	0.32658	0.32542	0.35572	0.46965	0.50992	0.51675	0.45859	0.45301	0.4844	0.47566	0.49922	0.48621
2.567287784679089	0.30282	0.3148	0.32651	0.33202	0.32973	0.36101	0.47472	0.51502	0.52313	0.46251	0.46102	0.48977	0.48121	0.50545	0.49202
2.56198347107438	0.30473	0.31547	0.3274	0.33378	0.3325	0.36272	0.47839	0.52007	0.52489	0.46668	0.46401	0.49405	0.48563	0.50891	0.49808
2.556701030927835	0.30947	0.32112	0.3348	0.3393	0.3373	0.36885	0.4832	0.52462	0.53106	0.47209	0.47088	0.50104	0.49135	0.51588	0.50226
2.551440329218107	0.31262	0.32322	0.33822	0.342	0.33961	0.37107	0.48694	0.52884	0.53871	0.47557	0.47317	0.50435	0.49769	0.52029	0.50757
2.546201232032854	0.31728	0.32844	0.34248	0.34573	0.34367	0.3747	0.4906	0.53488	0.54293	0.48101	0.47823	0.50918	0.50274	0.52534	0.5124300000000001
2.540983606557377	0.32154	0.33199	0.34615	0.3512	0.3471	0.37892	0.49585	0.53973	0.54823	0.48607	0.48297	0.51474	0.50778	0.53156	0.5184
2.535787321063395	0.32426	0.33623	0.34921	0.35447	0.35068	0.38286	0.50036	0.54412	0.55279	0.49035	0.48707	0.51895	0.5119899999999999	0.53587	0.5223100000000001
2.530612244897959	0.32872	0.34079	0.3535	0.35788	0.35236	0.38473	0.50286	0.54856	0.55676	0.49426	0.49132	0.52424	0.51444	0.54061	0.52616
2.525458248472505	0.33071	0.34291	0.35674	0.36167	0.35598	0.38746	0.50645	0.55228	0.56169	0.49914	0.49459	0.52733	0.52064	0.54525	0.53133
2.520325203252033	0.33464	0.34599	0.35939	0.36393	0.35918	0.39027	0.50974	0.55526	0.56488	0.50203	0.49965	0.53181	0.52382	0.5497300000000001	0.53744
2.515212981744422	0.3382	0.3518	0.36387	0.36829	0.36263	0.39394	0.51492	0.55999	0.57077	0.50649	0.50432	0.53645	0.529	0.55545	0.54008
2.510121457489879	0.34164	0.35334	0.3655	0.37022	0.36526	0.39544	0.51716	0.5629	0.57436	0.5108	0.50801	0.53986	0.53384	0.5593	0.54513
2.505050505050505	0.34622	0.35811	0.37089	0.37383	0.36933	0.40048	0.5216499999999999	0.56745	0.58031	0.5155	0.51303	0.54536	0.5393	0.56607	0.55098
2.5	0.34617	0.35918	0.37179	0.37646	0.37021	0.40025	0.5244799999999999	0.56967	0.5828	0.51857	0.51572	0.54884	0.54279	0.56865	0.5553
2.494969818913481	0.35077	0.36402	0.37607	0.37986	0.37439	0.40547	0.52747	0.5746	0.5886400000000001	0.5218699999999999	0.5203	0.55416	0.54811	0.57494	0.55872
2.48995983935743	0.35215	0.36594	0.37982	0.38178	0.37615	0.40669	0.52879	0.57765	0.591	0.52683	0.52404	0.55857	0.55155	0.57944	0.56362
2.484969939879759	0.35578	0.36796	0.38222	0.38557	0.37871	0.409	0.5319199999999999	0.58043	0.59576	0.52933	0.5270899999999999	0.5633899999999999	0.55764	0.58456	0.56858
2.48	0.35764	0.37146	0.3843	0.38729	0.38123	0.41079	0.53473	0.58205	0.59979	0.53359	0.53106	0.56654	0.56149	0.5888	0.5738
2.475049900199601	0.36061	0.37386	0.3869	0.3903	0.38379	0.41259	0.53653	0.58566	0.60411	0.53716	0.53594	0.57029	0.56572	0.59282	0.5773200000000001
2.470119521912351	0.36214	0.37608	0.38957	0.39175	0.38365	0.414	0.5370200000000001	0.58708	0.60536	0.5394600000000001	0.53892	0.57384	0.57006	0.5978	0.58184
2.46520874751491	0.36426	0.37794	0.39115	0.39323	0.38658	0.41537	0.53873	0.58966	0.61094	0.54367	0.54165	0.57789	0.57378	0.60301	0.58661
2.46031746031746	0.36658	0.38153	0.39431	0.39727	0.38992	0.41787	0.54193	0.59219	0.61549	0.54701	0.54721	0.58394	0.5799299999999999	0.60819	0.59151
2.455445544554455	0.36795	0.38144	0.39416	0.39726	0.38985	0.41667	0.5420199999999999	0.59257	0.6181	0.5495100000000001	0.5494599999999999	0.58636	0.5829800000000001	0.61244	0.5966
2.450592885375494	0.36999	0.38481	0.3973	0.39953	0.3911	0.41923	0.54367	0.59546	0.62193	0.5537300000000001	0.55461	0.59106	0.58787	0.61761	0.60158
2.445759368836292	0.3705	0.38492	0.39799	0.40108	0.39366	0.42086	0.54573	0.5961	0.62526	0.55655	0.55676	0.59423	0.59166	0.62116	0.60381
2.440944881889764	0.37257	0.38823	0.39964	0.4017	0.39376	0.42172	0.54608	0.59803	0.63067	0.5585599999999999	0.56009	0.59834	0.59635	0.62721	0.60948
